TR:mock:CellLine,TR:TYMP,TR:TERT,TR:FGFR1,TR:TRIM33,TR:TP53BP1,TR:KLF4,TR:AKR1B1,TR:JUN,TR:EPAS1,TR:CTNNB1,DA:PKM,DA:CEBPB,DA:ZEB1,DA:SOD1,DA:NKX3-1,DA:GSR,DA:HESX1,DA:DDIT3,DA:ETV5,DA:HEY2,DA:HEY1,DA:PSAT1,DA:CEBPD,DA:DEC1,DV:PKM,DV:CEBPB,DV:ZEB1,DV:SOD1,DV:NKX3-1,DV:GSR,DV:HESX1,DV:DDIT3,DV:ETV5,DV:HEY2,DV:HEY1,DV:PSAT1,DV:CEBPD,DV:DEC1
1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9996509760369606,0.8440417392452615,0.0,0.9994464177287748,0.0,0.9934371420594814,0.0,0.8440417392452615,0.0,0.0,0.0,0.9990637951272884,0.5,0.0
1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998494991521538,0.0,0.0,0.9984044650640976,0.0,0.9864569418318746,0.0,0.0,0.0,0.0,0.0,0.5,0.8440417392452615,0.0
1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9996407338009112,0.0,0.0,0.9996885422105796,0.0,0.9807143934563513,0.909665529398267,0.909665529398267,0.9681954974876472,0.0,0.0,0.9979789916389202,0.0,0.0
1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999956733738522,0.5,0.0,0.9998410834350612,0.0,0.978056288767978,0.0,0.0,0.0,0.0,0.0,0.999831937761991,0.7951672353008666,0.0
1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999909054318852,0.9929267380448502,0.0,0.9997275910425704,0.0,0.996045890770868,0.0,0.0,0.0,0.0,0.5,0.9988254261070146,0.9925107011335056,0.0
1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999765431192499,0.9801121043528216,0.0,0.9995612545337174,0.9844757663633736,0.9890248844484466,0.0,0.0,0.9602629513889184,0.0,0.0,0.9988752312544874,0.9734895107734576,0.0
1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9991279186655382,0.975526687091491,0.0,0.99868467176344,0.0,0.8440417392452615,0.0,0.9764322622593172,0.0,0.0,0.0,0.9978272447081016,0.9681954974876472,0.0
1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9979127295370356,0.0,0.0,0.9975132166625718,0.7048327646991335,0.7951672353008666,0.0,0.5,0.0,0.0,0.0,0.99670148147417,0.5,0.0
1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9997947711959014,0.0,0.0,0.9997211477303316,0.0,0.0,0.0,0.9926828535826268,0.0,0.0,0.0,0.9996132322636436,0.0,0.0
1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9998608481394036,0.0,0.0,0.9998242352964684,0.0,0.9697076556232638,0.5,0.9764322622593172,0.0,0.0,0.0,0.99978062724081,0.0,0.0
1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9998107551267492,0.5,0.0,0.999709438736576,0.0,0.9734895107734576,0.5,0.9904989178192588,0.5,0.0,0.0,0.9993065146834886,0.0,0.0
1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9995744520872004,0.9602629513889184,0.0,0.9996045840431672,0.0,0.988426370266556,0.9625948815174468,0.9787871951889292,0.9208331516788688,0.0,0.0,0.9994088954601488,0.9772732390123644,0.0
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9997756801458704,0.8743340836219977,0.0,0.9995783975633784,0.0,0.9945589378541198,0.0,0.9892108674324538,0.9801121043528216,0.0,0.0,0.9981053038907346,0.9929267380448502,0.0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9999164979317005,0.0,0.0,0.999833737331446,0.0,0.9931548899066752,0.0,0.909665529398267,0.909665529398267,0.0,0.0,0.9998257268665576,0.0,0.0
1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9997404729975128,0.0,0.0,0.9990129933918032,0.0,0.9734895107734576,0.0,0.978056288767978,0.0,0.0,0.0,0.996521238055326,0.9546042580002791,0.0
1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9996401245310592,0.909665529398267,0.0,0.9994898881120836,0.5,0.9851975571792264,0.0,0.9723383008666762,0.0,0.0,0.0,0.9993065146834886,0.8743340836219977,0.0
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9998693577337512,0.909665529398267,0.0,0.9998208723253892,0.0,0.9848452496488564,0.7048327646991335,0.9827982477891336,0.0,0.0,0.0,0.9998594037628056,0.9422841232473912,0.0
1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999520617731897,0.5,0.0,0.9989477368717212,0.0,0.9918386551749466,0.0,0.9576213907301072,0.0,0.0,0.8743340836219977,0.997473744322327,0.9903549838917164,0.0
1,0,0,1,1,1,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9999176216655262,0.9926828535826268,0.0,0.9998672879376392,0.0,0.997463679664962,0.0,0.9787871951889292,0.9546042580002791,0.0,0.0,0.9989318470218674,0.9818158106487032,0.0
1,0,0,1,1,1,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9999504228820902,0.9723383008666762,0.0,0.999886134901524,0.0,0.9978492657081862,0.0,0.9936970398904674,0.0,0.0,0.0,0.999640530940311,0.9898957727866764,0.0
1,0,1,1,1,0,1,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.999880782815557,0.991941952232675,0.0,0.9998410437555212,0.9942127069499784,0.7951672353008666,0.9208331516788688,0.9973363344879906,0.9961649875203988,0.0,0.0,0.9992918581648486,0.98585522199937,0.0
1,0,0,0,1,0,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9997837568791156,0.9787871951889292,0.0,0.9996125260537088,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.9990484016468936,0.9710826421944466,0.0
1,0,0,1,1,1,1,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9998193474020206,0.9208331516788688,0.0,0.9996208340100708,0.0,0.9906386193251066,0.0,0.9904989178192588,0.9295534250454456,0.7048327646991335,0.0,0.9993608237364928,0.9511254960556051,0.0
1,0,0,1,1,0,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9998048974096118,0.9879897312593258,0.0,0.9995666305826884,0.0,0.9921408959050638,0.0,0.9900536254420992,0.0,0.0,0.0,0.9991817231082548,0.0,0.0
1,0,1,0,1,0,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9983507296680576,0.7951672353008666,0.0,0.9953532228722546,0.0,0.9422841232473912,0.0,0.7048327646991335,0.7951672353008666,0.0,0.0,0.9917326755234588,0.0,0.0
1,0,0,0,1,1,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9999052367121666,0.9916239074103248,0.0,0.9998405660508244,0.7048327646991335,0.9937588296381497,0.0,0.9939371378509364,0.9952491943685178,0.0,0.9875188587324952,0.9995030291623348,0.5,0.0
1,0,0,0,1,1,1,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9999089372381598,0.0,0.0,0.99969885538085,0.9867390064001996,0.9295534250454456,0.0,0.9931548899066752,0.0,0.0,0.0,0.9982117469157956,0.9844757663633736,0.0
1,0,0,1,1,0,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.999829917243596,0.995140401471992,0.0,0.9996397172018096,0.0,0.9903549838917164,0.0,0.7048327646991335,0.9906386193251066,0.0,0.0,0.978056288767978,0.0,0.0
1,0,1,1,1,1,1,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9998634449243664,0.9864569418318746,0.0,0.9997612974343708,0.0,0.9959451518252151,0.0,0.9916239074103248,0.0,0.0,0.0,0.9998161121448116,0.975526687091491,0.0
1,0,1,1,1,1,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9997825009403492,0.9892108674324538,0.0,0.9997101003058456,0.9723383008666762,0.9933687838752314,0.0,0.993227704703609,0.0,0.9681954974876472,0.0,0.9997465685753432,0.9916239074103248,0.0
1,0,1,1,1,0,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9996968477503582,0.5,0.0,0.9996300873325272,0.9602629513889184,0.9665245832868518,0.0,0.9710826421944466,0.0,0.9625948815174468,0.0,0.9995166137813042,0.0,0.0
1,0,1,1,1,0,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9917326755234588,0.7048327646991335,0.0,0.9943663437676136,0.0,0.8440417392452615,0.0,0.8948630865774932,0.0,0.0,0.0,0.9931548899066752,0.0,0.0
1,0,0,0,1,1,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.999778644038,0.9965773460288904,0.0,0.997926327293716,0.0,0.0,0.0,0.0,0.987009563023251,0.0,0.0,0.9983923777294128,0.9861626192581294,0.0
1,0,1,0,1,0,1,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9998694113305768,0.8743340836219977,0.0,0.9997833152662412,0.0,0.0,0.0,0.995284384229317,0.0,0.0,0.0,0.9994478580982282,0.975526687091491,0.0
1,0,0,0,1,0,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9990205857383012,0.909665529398267,0.0,0.9981600635844132,0.9422841232473912,0.9208331516788688,0.0,0.9787871951889292,0.0,0.0,0.0,0.998041176112854,0.9422841232473912,0.0
1,1,1,1,1,1,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9998648939382832,0.9546042580002791,0.0,0.9997388762359862,0.0,0.0,0.0,0.0,0.9470706478808204,0.0,0.0,0.9996553223009408,0.0,0.0
1,1,0,1,1,1,1,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.999894214063392,0.7048327646991335,0.0,0.9997859382150724,0.0,0.8743340836219977,0.0,0.0,0.9916239074103248,0.0,0.0,0.9994870107698804,0.9924215511869706,0.0
1,0,0,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9996760205000464,0.0,0.0,0.9992483831445432,0.5,0.8948630865774932,0.8440417392452615,0.9861626192581294,0.7048327646991335,0.0,0.0,0.9994116269952804,0.8948630865774932,0.0
1,0,1,1,1,0,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.999638899770792,0.9807143934563513,0.0,0.9992724348626288,0.0,0.9925977781090763,0.7951672353008666,0.8440417392452615,0.8743340836219977,0.0,0.0,0.9992571534615696,0.975526687091491,0.0
1,0,0,0,1,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.999823846221328,0.9844757663633736,0.0,0.999594509753964,0.5,0.9925107011335056,0.0,0.9990733343191436,0.0,0.0,0.0,0.9997922937194852,0.9840878201759484,0.0
1,0,0,0,1,0,1,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9997446370885584,0.9295534250454456,0.0,0.9994623145092972,0.0,0.9935697159376916,0.0,0.0,0.0,0.9625948815174468,0.0,0.9993284604048076,0.9848452496488564,0.0
1,0,0,1,1,0,1,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9999091840559132,0.9920426672725512,0.0,0.9997513204140674,0.0,0.9977895235626596,0.0,0.9931548899066752,0.0,0.0,0.0,0.9968639673747683,0.9983421397571476,0.0
1,0,0,1,1,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.999880402073102,0.9836799920623798,0.0,0.999802169126204,0.0,0.997804768106481,0.9602629513889184,0.9208331516788688,0.0,0.0,0.9723383008666762,0.9992130785560798,0.909665529398267,0.0
1,0,1,0,1,1,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9996409364326782,0.8743340836219977,0.0,0.999317663956496,0.0,0.9422841232473912,0.0,0.8440417392452615,0.0,0.0,0.0,0.999423873666449,0.0,0.0
1,0,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9998421081946144,0.0,0.0,0.9996577313381564,0.0,0.8948630865774932,0.0,0.7951672353008666,0.0,0.0,0.0,0.9996203818146024,0.936548965138893,0.0
1,0,1,1,1,1,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.99980005661073,0.9576213907301072,0.0,0.9996720145718488,0.0,0.9925977781090763,0.0,0.9745487773040163,0.8440417392452615,0.0,0.0,0.9997180603495364,0.9697076556232638,0.0
1,0,1,1,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9997748869357024,0.9764322622593172,0.0,0.9997110214577202,0.0,0.9886329979036907,0.8743340836219977,0.985533859193568,0.8948630865774932,0.0,0.0,0.9998166945710412,0.9546042580002791,0.0
1,1,1,1,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9997095712918784,0.9710826421944466,0.0,0.999580619446458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9981330851981508,0.7048327646991335,0.0
1,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.999498724692284,0.9511254960556051,0.0,0.9991279186655382,0.8743340836219977,0.9832507137913892,0.0,0.9681954974876472,0.0,0.7951672353008666,0.0,0.9991910807754124,0.909665529398267,0.0
1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9998203161853056,0.8440417392452615,0.0,0.9997928344452014,0.0,0.9470706478808204,0.0,0.9772732390123644,0.8743340836219977,0.0,0.0,0.9994786080016156,0.9861626192581294,0.0
1,0,0,0,1,0,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9997189316860912,0.7951672353008666,0.0,0.9995970761472388,0.0,0.9907742723749112,0.0,0.9918386551749466,0.9801121043528216,0.9840878201759484,0.0,0.9986625654710296,0.8743340836219977,0.5
1,0,1,1,1,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9999210345113988,0.9907742723749112,0.0,0.9997815306289032,0.0,0.9470706478808204,0.0,0.9933687838752314,0.0,0.0,0.0,0.9998711556843402,0.909665529398267,0.0
1,1,1,1,1,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9998064985553912,0.7048327646991335,0.0,0.9996355926142888,0.9710826421944466,0.9958928326461444,0.0,0.9470706478808204,0.936548965138893,0.0,0.0,0.9993536857323364,0.7951672353008666,0.0
1,0,0,0,1,0,1,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.9996060521713442,0.0,0.0,0.9991033530261876,0.8743340836219977,0.936548965138893,0.0,0.8440417392452615,0.8948630865774932,0.0,0.0,0.9993125059126464,0.7048327646991335,0.0
